cellLabelInImage,X,Y,cluster,patient_id
,1536.811,4.6,10,39
,1709.461,11.63364,13,39
,1538.447,24.64129,10,39
,1579.801,76.2659,13,39
,1199.279,100.2574,13,39
,1404.46,206.7605,22,39
,1709.065,214.4312,13,39
,1762.004,228.3377,13,39
,1530.97,299.3712,13,39
,1745.349,310.0,13,39
,112.4974,317.0462,13,39
,1418.232,368.4989,13,39
,1526.662,385.8783,13,39
,1489.665,465.0191,13,39
,1338.527,533.3696,13,39
,889.8231,542.4846,13,39
,713.0306,683.7336,13,39
,697.8484,721.426,13,39
,893.2108,783.2209,13,39
,1229.33,808.6449,13,39
,610.8937,835.9565,13,39
,615.1944,850.0,13,39
,1305.71,881.7983,8,39
,1328.494,886.8333,13,39
,369.9286,889.9392,13,39
,1341.322,897.2109,16,39
,1318.929,892.4762,13,39
,1356.818,904.5364,16,39
,112.1829,951.9686,13,39
,515.3229,982.7582,13,39
,365.2686,999.7881,13,39
,592.0267,1083.849,13,39
,222.9957,1094.719,13,39
,805.4051,1117.228,13,39
,413.1422,1128.092,13,39
,1264.852,1156.778,13,39
,438.8495,1172.883,13,39
,1195.247,1330.469,13,39
,908.066,1419.203,13,39
,872.8121,1540.758,13,39
,18.94891,1549.666,13,39
,1335.707,1645.924,13,39
,1261.378,1675.017,13,39
,1200.302,1699.027,13,39
,1225.859,1702.968,13,39
,1361.133,1718.343,13,39
,369.4276,1723.114,13,39
,1347.394,1726.938,13,39
,1639.205,1726.705,10,39
,1386.501,1731.313,13,39
,381.1473,1884.042,13,39
,485.899,1899.569,13,39
,357.1731,1973.012,13,39
,1261.581,1990.46,13,39
,225.5679,2042.491,13,39
,879.3639,796.1779,13,39
,1498.848,11.18502,20,39
,1555.764,44.91822,10,39
,1596.919,60.12903,10,39
,1609.484,66.06522,10,39
,86.16825,131.7587,10,39
,308.3849,151.9414,22,39
,1733.111,254.3584,22,39
,1400.142,273.8651,9,39
,1885.398,292.2961,22,39
,1721.516,304.6004,14,39
,1170.904,403.6114,17,39
,1186.219,403.2055,17,39
,1222.795,431.8913,17,39
,1203.377,435.1321,17,39
,1192.066,435.8421,10,39
,1300.476,482.906,17,39
,1096.118,525.0735,10,39
,533.8111,533.3111,10,39
,1477.036,571.7735,14,39
,79.9375,708.2125,14,39
,987.3461,729.2202,10,39
,820.2136,762.466,20,39
,874.8269,767.8346,10,39
,826.215,777.0514,10,39
,1322.896,796.1729,20,39
,1313.15,808.2,20,39
,1334.526,807.701,10,39
,923.3451,814.1137,20,39
,1282.471,829.2353,22,39
